22.5	72.5	0	1950	3676	0
22.5	72.5	0	1950	3858	0
22.5	72.5	0	1951	3676	0
22.5	72.5	0	1951	3858	0
22.5	72.5	0	1952	3676	0
22.5	72.5	0	1952	3858	0
22.5	72.5	0	1953	3676	0
22.5	72.5	0	1953	3858	0
22.5	72.5	0	1954	3676	0
22.5	72.5	0	1954	3858	0
22.5	72.5	0	1955	3676	0
22.5	72.5	0	1955	3858	0
22.5	72.5	0	1956	3676	0
22.5	72.5	0	1956	3858	0
22.5	72.5	0	1957	3676	0
22.5	72.5	0	1957	3858	0
22.5	72.5	0	1958	3676	0
22.5	72.5	0	1958	3858	0
22.5	72.5	0	1959	3676	0
22.5	72.5	0	1959	3858	0
22.5	72.5	0	1960	3676	0
22.5	72.5	0	1960	3858	0
22.5	72.5	0	1961	3676	0
22.5	72.5	0	1961	3858	0
22.5	72.5	0	1962	3676	0
22.5	72.5	0	1962	3858	0
22.5	72.5	0	1963	3676	0
22.5	72.5	0	1963	3858	0
22.5	72.5	0	1964	3676	0
22.5	72.5	0	1964	3858	0
22.5	72.5	0	1965	3676	0
22.5	72.5	0	1965	3858	0
22.5	72.5	0	1966	3676	0
22.5	72.5	0	1966	3858	0
22.5	72.5	0	1967	3676	0
22.5	72.5	0	1967	3858	0
22.5	72.5	0	1968	3676	0
22.5	72.5	0	1968	3858	0
22.5	72.5	0	1969	3676	0
22.5	72.5	0	1969	3858	0
22.5	72.5	0	1970	3676	0
22.5	72.5	0	1970	3858	0
22.5	72.5	0	1971	3676	0
22.5	72.5	0	1971	3858	0
22.5	72.5	0	1972	3676	0
22.5	72.5	0	1972	3858	0
22.5	72.5	0	1973	3676	0
22.5	72.5	0	1973	3858	0
22.5	72.5	0	1974	3676	0
22.5	72.5	0	1974	3858	0
22.5	72.5	0	1975	3676	0
22.5	72.5	0	1975	3858	0
22.5	72.5	0	1976	3676	0
22.5	72.5	0	1976	3858	0
22.5	72.5	0	1977	3676	0
22.5	72.5	0	1977	3858	0
22.5	72.5	0	1978	3676	0
22.5	72.5	0	1978	3858	0
22.5	72.5	0	1979	3676	0
22.5	72.5	0	1979	3858	0
22.5	72.5	0	1980	3676	0
22.5	72.5	0	1980	3858	0
22.5	72.5	0	1981	3676	0
22.5	72.5	0	1981	3858	0
22.5	72.5	0	1982	3676	0
22.5	72.5	0	1982	3858	0
22.5	72.5	0	1983	3676	0
