23.5	84.5	0	1950	3727	0
23.5	84.5	0	1950	3819	0
23.5	84.5	0	1950	3791	0
23.5	84.5	0	1951	3727	0
23.5	84.5	0	1951	3819	0
23.5	84.5	0	1951	3791	0
23.5	84.5	0	1952	3727	0
23.5	84.5	0	1952	3819	0
23.5	84.5	0	1952	3791	0
23.5	84.5	0	1953	3727	0
23.5	84.5	0	1953	3819	0
23.5	84.5	0	1953	3791	0
23.5	84.5	0	1954	3727	0
23.5	84.5	0	1954	3819	0
23.5	84.5	0	1954	3791	0
23.5	84.5	0	1955	3727	0
23.5	84.5	0	1955	3819	0
23.5	84.5	0	1955	3791	0
23.5	84.5	0	1956	3727	0
23.5	84.5	0	1956	3819	0
23.5	84.5	0	1956	3791	0
23.5	84.5	0	1957	3727	0
23.5	84.5	0	1957	3819	0
23.5	84.5	0	1957	3791	0
23.5	84.5	0	1958	3727	0
23.5	84.5	0	1958	3819	0
23.5	84.5	0	1958	3791	0
23.5	84.5	0	1959	3727	0
23.5	84.5	0	1959	3819	0
23.5	84.5	0	1959	3791	0
23.5	84.5	0	1960	3727	0
23.5	84.5	0	1960	3819	0
23.5	84.5	0	1960	3791	0
23.5	84.5	0	1961	3727	0
23.5	84.5	0	1961	3819	0
23.5	84.5	0	1961	3791	0
23.5	84.5	0	1962	3727	0
23.5	84.5	0	1962	3819	0
23.5	84.5	0	1962	3791	0
23.5	84.5	0	1963	3727	0
23.5	84.5	0	1963	3819	0
23.5	84.5	0	1963	3791	0
23.5	84.5	0	1964	3727	0
23.5	84.5	0	1964	3819	0
23.5	84.5	0	1964	3791	0
23.5	84.5	0	1965	3727	0
23.5	84.5	0	1965	3819	0
23.5	84.5	0	1965	3791	0
23.5	84.5	0	1966	3727	0
23.5	84.5	0	1966	3819	0
23.5	84.5	0	1966	3791	0
23.5	84.5	0	1967	3727	0
23.5	84.5	0	1967	3819	0
23.5	84.5	0	1967	3791	0
23.5	84.5	0	1968	3727	0
23.5	84.5	0	1968	3819	0
23.5	84.5	0	1968	3791	0
23.5	84.5	0	1969	3727	0
23.5	84.5	0	1969	3819	0
23.5	84.5	0	1969	3791	0
23.5	84.5	0	1970	3727	0
23.5	84.5	0	1970	3819	0
23.5	84.5	0	1970	3791	0
